0/500000, loss = 107.877, regloss = 1.07877, valid_loss = 106.147, time = 4.560, learning_rate=0.0001000000
23700/500000, loss = -112.855, regloss = -113.96070, valid_loss = -114.942, time = 1.302, learning_rate=0.0000010000
23720/500000, loss = -114.438, regloss = -113.90260, valid_loss = -113.470, time = 1.306, learning_rate=0.0000010000
23740/500000, loss = -113.743, regloss = -113.91586, valid_loss = -113.378, time = 1.307, learning_rate=0.0000010000
23760/500000, loss = -114.594, regloss = -113.89847, valid_loss = -113.181, time = 1.306, learning_rate=0.0000010000
23780/500000, loss = -113.482, regloss = -113.93609, valid_loss = -113.643, time = 1.303, learning_rate=0.0000010000
23800/500000, loss = -115.489, regloss = -113.86929, valid_loss = -114.052, time = 1.305, learning_rate=0.0000010000
23820/500000, loss = -116.929, regloss = -113.92232, valid_loss = -116.275, time = 1.317, learning_rate=0.0000010000
23840/500000, loss = -113.127, regloss = -113.85549, valid_loss = -112.783, time = 1.312, learning_rate=0.0000010000
23860/500000, loss = -114.777, regloss = -113.90848, valid_loss = -115.412, time = 1.300, learning_rate=0.0000010000
23880/500000, loss = -112.754, regloss = -113.96239, valid_loss = -115.092, time = 1.310, learning_rate=0.0000010000
23900/500000, loss = -113.840, regloss = -113.96718, valid_loss = -114.605, time = 1.352, learning_rate=0.0000010000
23920/500000, loss = -114.052, regloss = -114.03237, valid_loss = -113.048, time = 1.310, learning_rate=0.0000010000
23940/500000, loss = -114.426, regloss = -113.97829, valid_loss = -112.422, time = 1.307, learning_rate=0.0000010000
23960/500000, loss = -113.639, regloss = -113.89434, valid_loss = -113.280, time = 1.313, learning_rate=0.0000010000
23980/500000, loss = -114.955, regloss = -114.01056, valid_loss = -114.839, time = 1.308, learning_rate=0.0000010000
24000/500000, loss = -114.541, regloss = -114.05980, valid_loss = -113.889, time = 1.320, learning_rate=0.0000010000
24020/500000, loss = -115.228, regloss = -114.13932, valid_loss = -112.240, time = 1.311, learning_rate=0.0000010000
24040/500000, loss = -116.617, regloss = -114.23648, valid_loss = -114.971, time = 1.314, learning_rate=0.0000010000
24060/500000, loss = -113.001, regloss = -114.21818, valid_loss = -114.796, time = 1.304, learning_rate=0.0000010000
24080/500000, loss = -113.783, regloss = -114.30817, valid_loss = -113.652, time = 1.310, learning_rate=0.0000010000
24100/500000, loss = -113.833, regloss = -114.29181, valid_loss = -113.962, time = 1.313, learning_rate=0.0000010000
24120/500000, loss = -114.004, regloss = -114.30239, valid_loss = -113.883, time = 1.310, learning_rate=0.0000010000
24140/500000, loss = -113.455, regloss = -114.24783, valid_loss = -114.922, time = 1.338, learning_rate=0.0000010000
24160/500000, loss = -112.751, regloss = -114.16299, valid_loss = -112.400, time = 1.340, learning_rate=0.0000010000
24180/500000, loss = -114.919, regloss = -114.18170, valid_loss = -113.157, time = 1.311, learning_rate=0.0000010000
24200/500000, loss = -114.571, regloss = -114.14051, valid_loss = -113.935, time = 1.318, learning_rate=0.0000010000
24220/500000, loss = -114.746, regloss = -114.11886, valid_loss = -112.306, time = 1.332, learning_rate=0.0000010000
24240/500000, loss = -114.816, regloss = -114.08318, valid_loss = -114.066, time = 1.308, learning_rate=0.0000010000
24260/500000, loss = -114.059, regloss = -114.09444, valid_loss = -114.860, time = 1.322, learning_rate=0.0000010000
24280/500000, loss = -112.038, regloss = -114.07976, valid_loss = -114.189, time = 1.326, learning_rate=0.0000010000
24300/500000, loss = -113.441, regloss = -114.12808, valid_loss = -113.480, time = 1.307, learning_rate=0.0000010000
24320/500000, loss = -115.656, regloss = -114.20705, valid_loss = -115.614, time = 1.322, learning_rate=0.0000010000
24340/500000, loss = -115.146, regloss = -114.20117, valid_loss = -113.162, time = 1.321, learning_rate=0.0000010000
24360/500000, loss = -114.844, regloss = -114.23791, valid_loss = -113.337, time = 1.309, learning_rate=0.0000010000
24380/500000, loss = -112.351, regloss = -114.20933, valid_loss = -113.669, time = 1.320, learning_rate=0.0000010000
24400/500000, loss = -115.200, regloss = -114.15749, valid_loss = -113.994, time = 1.324, learning_rate=0.0000010000
24420/500000, loss = -113.991, regloss = -114.25780, valid_loss = -114.703, time = 1.309, learning_rate=0.0000010000
24440/500000, loss = -115.372, regloss = -114.27674, valid_loss = -112.922, time = 1.334, learning_rate=0.0000010000
24460/500000, loss = -115.510, regloss = -114.31378, valid_loss = -114.661, time = 1.307, learning_rate=0.0000010000
24480/500000, loss = -114.091, regloss = -114.27855, valid_loss = -114.574, time = 1.311, learning_rate=0.0000010000
24500/500000, loss = -112.397, regloss = -114.27722, valid_loss = -112.915, time = 1.316, learning_rate=0.0000010000
24520/500000, loss = -114.381, regloss = -114.22907, valid_loss = -115.940, time = 1.312, learning_rate=0.0000010000
24540/500000, loss = -112.075, regloss = -114.21099, valid_loss = -114.897, time = 1.324, learning_rate=0.0000010000
24560/500000, loss = -112.802, regloss = -114.16949, valid_loss = -114.062, time = 1.312, learning_rate=0.0000010000
24580/500000, loss = -115.097, regloss = -114.07664, valid_loss = -113.351, time = 1.313, learning_rate=0.0000010000
24600/500000, loss = -113.657, regloss = -114.05978, valid_loss = -113.031, time = 1.347, learning_rate=0.0000010000
24620/500000, loss = -114.162, regloss = -114.10072, valid_loss = -114.873, time = 1.317, learning_rate=0.0000010000
24640/500000, loss = -114.226, regloss = -114.12587, valid_loss = -113.777, time = 1.320, learning_rate=0.0000010000
24660/500000, loss = -113.019, regloss = -114.14919, valid_loss = -114.188, time = 1.308, learning_rate=0.0000010000
24680/500000, loss = -114.482, regloss = -114.18018, valid_loss = -113.996, time = 1.319, learning_rate=0.0000010000
24700/500000, loss = -113.223, regloss = -114.11558, valid_loss = -113.754, time = 1.348, learning_rate=0.0000010000
24720/500000, loss = -115.538, regloss = -114.10448, valid_loss = -114.890, time = 1.351, learning_rate=0.0000010000
24740/500000, loss = -113.818, regloss = -114.12037, valid_loss = -112.968, time = 1.317, learning_rate=0.0000010000
24760/500000, loss = -115.419, regloss = -114.23225, valid_loss = -114.677, time = 1.313, learning_rate=0.0000010000
24780/500000, loss = -114.903, regloss = -114.26932, valid_loss = -115.360, time = 1.312, learning_rate=0.0000010000
24800/500000, loss = -114.137, regloss = -114.30300, valid_loss = -114.296, time = 1.314, learning_rate=0.0000010000
24820/500000, loss = -115.599, regloss = -114.26946, valid_loss = -113.797, time = 1.325, learning_rate=0.0000010000
24840/500000, loss = -114.235, regloss = -114.27238, valid_loss = -114.147, time = 1.307, learning_rate=0.0000010000
24860/500000, loss = -113.062, regloss = -114.26363, valid_loss = -113.357, time = 1.322, learning_rate=0.0000010000
24880/500000, loss = -114.171, regloss = -114.24827, valid_loss = -115.121, time = 1.308, learning_rate=0.0000010000
24900/500000, loss = -113.476, regloss = -114.18765, valid_loss = -116.145, time = 1.321, learning_rate=0.0000010000
24920/500000, loss = -114.728, regloss = -114.29078, valid_loss = -114.296, time = 1.313, learning_rate=0.0000010000
24940/500000, loss = -112.857, regloss = -114.32301, valid_loss = -115.018, time = 1.314, learning_rate=0.0000010000
24960/500000, loss = -115.420, regloss = -114.30364, valid_loss = -113.546, time = 1.313, learning_rate=0.0000010000
24980/500000, loss = -113.948, regloss = -114.25184, valid_loss = -113.709, time = 1.313, learning_rate=0.0000010000
25000/500000, loss = -114.785, regloss = -114.30816, valid_loss = -114.898, time = 1.317, learning_rate=0.0000010000
25020/500000, loss = -114.305, regloss = -114.28875, valid_loss = -114.815, time = 1.310, learning_rate=0.0000010000
25040/500000, loss = -114.882, regloss = -114.31801, valid_loss = -112.127, time = 1.341, learning_rate=0.0000010000
25060/500000, loss = -113.011, regloss = -114.28038, valid_loss = -113.503, time = 1.307, learning_rate=0.0000010000
25080/500000, loss = -114.361, regloss = -114.31971, valid_loss = -113.867, time = 1.306, learning_rate=0.0000010000
25100/500000, loss = -112.650, regloss = -114.26125, valid_loss = -113.334, time = 1.316, learning_rate=0.0000010000
25120/500000, loss = -115.868, regloss = -114.26309, valid_loss = -115.245, time = 1.309, learning_rate=0.0000010000
25140/500000, loss = -113.794, regloss = -114.29986, valid_loss = -114.940, time = 1.311, learning_rate=0.0000010000
25160/500000, loss = -114.448, regloss = -114.31109, valid_loss = -114.484, time = 1.325, learning_rate=0.0000010000
25180/500000, loss = -113.016, regloss = -114.31648, valid_loss = -115.269, time = 1.328, learning_rate=0.0000010000
25200/500000, loss = -112.024, regloss = -114.33140, valid_loss = -114.414, time = 1.329, learning_rate=0.0000010000
25220/500000, loss = -114.331, regloss = -114.36226, valid_loss = -114.678, time = 1.312, learning_rate=0.0000010000
25240/500000, loss = -112.045, regloss = -114.34347, valid_loss = -114.405, time = 1.313, learning_rate=0.0000010000
25260/500000, loss = -114.541, regloss = -114.38504, valid_loss = -116.398, time = 1.318, learning_rate=0.0000010000
25280/500000, loss = -116.043, regloss = -114.37114, valid_loss = -113.102, time = 1.311, learning_rate=0.0000010000
25300/500000, loss = -113.991, regloss = -114.34976, valid_loss = -116.733, time = 1.301, learning_rate=0.0000010000
25320/500000, loss = -114.086, regloss = -114.21607, valid_loss = -114.580, time = 1.309, learning_rate=0.0000010000
25340/500000, loss = -114.487, regloss = -114.23048, valid_loss = -114.255, time = 1.311, learning_rate=0.0000010000
25360/500000, loss = -114.475, regloss = -114.28513, valid_loss = -115.388, time = 1.346, learning_rate=0.0000010000
25380/500000, loss = -114.904, regloss = -114.34214, valid_loss = -115.591, time = 1.323, learning_rate=0.0000010000
25400/500000, loss = -113.651, regloss = -114.28243, valid_loss = -112.019, time = 1.462, learning_rate=0.0000010000
25420/500000, loss = -113.409, regloss = -114.26836, valid_loss = -114.505, time = 1.326, learning_rate=0.0000010000
25440/500000, loss = -114.485, regloss = -114.28880, valid_loss = -114.235, time = 1.317, learning_rate=0.0000010000
25460/500000, loss = -115.515, regloss = -114.33787, valid_loss = -113.769, time = 1.310, learning_rate=0.0000010000
25480/500000, loss = -112.966, regloss = -114.30670, valid_loss = -112.347, time = 1.322, learning_rate=0.0000010000
25500/500000, loss = -114.972, regloss = -114.31341, valid_loss = -115.530, time = 1.306, learning_rate=0.0000010000
25520/500000, loss = -115.346, regloss = -114.34895, valid_loss = -114.566, time = 1.314, learning_rate=0.0000010000
25540/500000, loss = -114.832, regloss = -114.41212, valid_loss = -115.099, time = 1.316, learning_rate=0.0000010000
25560/500000, loss = -114.020, regloss = -114.35074, valid_loss = -112.285, time = 1.315, learning_rate=0.0000010000
25580/500000, loss = -113.031, regloss = -114.35154, valid_loss = -113.705, time = 1.310, learning_rate=0.0000010000
25600/500000, loss = -115.787, regloss = -114.32194, valid_loss = -114.704, time = 1.311, learning_rate=0.0000010000
25620/500000, loss = -115.738, regloss = -114.31524, valid_loss = -114.315, time = 1.306, learning_rate=0.0000010000
25640/500000, loss = -113.575, regloss = -114.34396, valid_loss = -116.014, time = 1.306, learning_rate=0.0000010000
25660/500000, loss = -114.660, regloss = -114.43196, valid_loss = -114.615, time = 1.307, learning_rate=0.0000010000
25680/500000, loss = -115.157, regloss = -114.46548, valid_loss = -114.151, time = 1.309, learning_rate=0.0000010000
25700/500000, loss = -114.436, regloss = -114.42686, valid_loss = -113.183, time = 1.307, learning_rate=0.0000010000
25720/500000, loss = -114.458, regloss = -114.44110, valid_loss = -116.080, time = 1.316, learning_rate=0.0000010000
25740/500000, loss = -114.021, regloss = -114.28746, valid_loss = -113.673, time = 1.319, learning_rate=0.0000010000
25760/500000, loss = -113.274, regloss = -114.30665, valid_loss = -115.384, time = 1.310, learning_rate=0.0000010000
25780/500000, loss = -115.203, regloss = -114.26846, valid_loss = -114.721, time = 1.301, learning_rate=0.0000010000
25800/500000, loss = -116.076, regloss = -114.32481, valid_loss = -114.891, time = 1.309, learning_rate=0.0000010000
25820/500000, loss = -116.128, regloss = -114.34002, valid_loss = -115.086, time = 1.333, learning_rate=0.0000010000
25840/500000, loss = -115.189, regloss = -114.39098, valid_loss = -114.570, time = 1.323, learning_rate=0.0000010000
25860/500000, loss = -113.681, regloss = -114.40200, valid_loss = -113.839, time = 1.322, learning_rate=0.0000010000
25880/500000, loss = -113.945, regloss = -114.40202, valid_loss = -114.012, time = 1.316, learning_rate=0.0000010000
25900/500000, loss = -115.493, regloss = -114.40501, valid_loss = -113.548, time = 1.312, learning_rate=0.0000010000
25920/500000, loss = -114.233, regloss = -114.43873, valid_loss = -113.760, time = 1.302, learning_rate=0.0000010000
25940/500000, loss = -116.384, regloss = -114.52560, valid_loss = -116.046, time = 1.307, learning_rate=0.0000010000
25960/500000, loss = -115.128, regloss = -114.46651, valid_loss = -115.206, time = 1.303, learning_rate=0.0000010000
25980/500000, loss = -114.971, regloss = -114.44809, valid_loss = -115.515, time = 1.300, learning_rate=0.0000010000
26000/500000, loss = -115.905, regloss = -114.47134, valid_loss = -113.724, time = 1.313, learning_rate=0.0000010000
26020/500000, loss = -112.689, regloss = -114.45477, valid_loss = -113.340, time = 1.317, learning_rate=0.0000010000
26040/500000, loss = -114.261, regloss = -114.47149, valid_loss = -113.908, time = 1.307, learning_rate=0.0000010000
26060/500000, loss = -114.989, regloss = -114.44343, valid_loss = -115.689, time = 1.303, learning_rate=0.0000010000
26080/500000, loss = -114.966, regloss = -114.46397, valid_loss = -114.082, time = 1.337, learning_rate=0.0000010000
26100/500000, loss = -113.263, regloss = -114.38193, valid_loss = -113.184, time = 1.309, learning_rate=0.0000010000
26120/500000, loss = -115.252, regloss = -114.41722, valid_loss = -115.931, time = 1.304, learning_rate=0.0000010000
26140/500000, loss = -114.878, regloss = -114.36091, valid_loss = -114.324, time = 1.312, learning_rate=0.0000010000
26160/500000, loss = -114.548, regloss = -114.40859, valid_loss = -114.864, time = 1.318, learning_rate=0.0000010000
26180/500000, loss = -114.784, regloss = -114.44724, valid_loss = -114.267, time = 1.309, learning_rate=0.0000010000
26200/500000, loss = -113.080, regloss = -114.43118, valid_loss = -114.906, time = 1.312, learning_rate=0.0000010000
26220/500000, loss = -115.475, regloss = -114.41246, valid_loss = -114.385, time = 1.328, learning_rate=0.0000010000
26240/500000, loss = -115.232, regloss = -114.45419, valid_loss = -112.857, time = 1.319, learning_rate=0.0000010000
26260/500000, loss = -115.103, regloss = -114.47302, valid_loss = -115.136, time = 1.315, learning_rate=0.0000010000
26280/500000, loss = -111.188, regloss = -114.41251, valid_loss = -113.755, time = 1.305, learning_rate=0.0000010000
26300/500000, loss = -115.545, regloss = -114.41837, valid_loss = -114.184, time = 1.309, learning_rate=0.0000010000
26320/500000, loss = -115.968, regloss = -114.48765, valid_loss = -114.938, time = 1.309, learning_rate=0.0000010000
